epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
158,7884.23,0.85478,0.45367,0.99942,0.96029,0.93294,0.96633,0.68833,0.95361,0.42281,1.05655,0.0022285,0.0022285,0.0022285
159,7935.65,0.84649,0.44706,0.99778,0.95897,0.9321,0.96569,0.68885,0.95385,0.42266,1.05652,0.002179,0.002179,0.002179
160,7985.1,0.85118,0.45238,1.00021,0.95948,0.93178,0.96589,0.68886,0.95381,0.42207,1.05666,0.0021295,0.0021295,0.0021295
161,8035.75,0.8415,0.44872,0.9977,0.95866,0.9312,0.96524,0.68861,0.95375,0.42205,1.05657,0.00208,0.00208,0.00208
162,8087.32,0.84498,0.44745,0.9975,0.95802,0.93176,0.96542,0.68806,0.95321,0.42137,1.05614,0.0020305,0.0020305,0.0020305
163,8137.61,0.83884,0.44282,0.99426,0.95623,0.93232,0.9662,0.68831,0.95313,0.42132,1.05576,0.001981,0.001981,0.001981
164,8188.01,0.83928,0.44218,0.99469,0.95528,0.93299,0.96571,0.68819,0.95306,0.42086,1.0559,0.0019315,0.0019315,0.0019315
165,8238.94,0.83943,0.44169,0.9936,0.95746,0.93175,0.96572,0.68807,0.95295,0.42079,1.0557,0.001882,0.001882,0.001882
166,8290.5,0.83812,0.44293,0.99596,0.95685,0.93181,0.96561,0.68747,0.9531,0.42023,1.0558,0.0018325,0.0018325,0.0018325
167,8341.41,0.83411,0.4391,0.99402,0.95844,0.93023,0.9664,0.6879,0.95266,0.42019,1.05564,0.001783,0.001783,0.001783
168,8393.08,0.83393,0.44253,0.99608,0.95857,0.93006,0.96619,0.68781,0.95259,0.41972,1.05578,0.0017335,0.0017335,0.0017335
169,8443.4,0.83333,0.43888,0.99434,0.95745,0.93132,0.9661,0.68729,0.9528,0.41963,1.05588,0.001684,0.001684,0.001684
170,8493.93,0.83129,0.43832,0.99073,0.95724,0.93108,0.9662,0.68769,0.95313,0.41966,1.05619,0.0016345,0.0016345,0.0016345
171,8545.14,0.83233,0.43576,0.99235,0.95697,0.93055,0.96626,0.68801,0.95293,0.41977,1.05611,0.001585,0.001585,0.001585
172,8595.1,0.83061,0.4357,0.99281,0.95651,0.93019,0.96566,0.68799,0.95265,0.41978,1.056,0.0015355,0.0015355,0.0015355
173,8645.29,0.82623,0.43459,0.99311,0.95722,0.92988,0.96574,0.6878,0.95286,0.41948,1.05595,0.001486,0.001486,0.001486
174,8696.89,0.83061,0.43881,0.99143,0.95722,0.92917,0.96604,0.68778,0.95306,0.41922,1.05613,0.0014365,0.0014365,0.0014365
175,8746.97,0.82393,0.4279,0.9868,0.95743,0.92904,0.96577,0.68805,0.95295,0.41893,1.05628,0.001387,0.001387,0.001387
176,8796.34,0.8185,0.43086,0.98841,0.95744,0.92912,0.96626,0.6879,0.95298,0.41872,1.05628,0.0013375,0.0013375,0.0013375
177,8851.05,0.82728,0.43393,0.99195,0.95785,0.93016,0.96628,0.68765,0.95279,0.41881,1.05635,0.001288,0.001288,0.001288
178,8902.27,0.81491,0.42632,0.98776,0.95757,0.92872,0.96618,0.68747,0.95283,0.41847,1.05646,0.0012385,0.0012385,0.0012385
179,8952.54,0.81308,0.42436,0.98498,0.9575,0.92895,0.96573,0.68772,0.95288,0.41811,1.05663,0.001189,0.001189,0.001189
180,9003.99,0.81865,0.42739,0.9862,0.95715,0.92967,0.9664,0.68786,0.95297,0.41757,1.05671,0.0011395,0.0011395,0.0011395
181,9054.13,0.81748,0.42569,0.98559,0.9579,0.92993,0.96582,0.68785,0.95302,0.41784,1.05685,0.00109,0.00109,0.00109
182,9104.55,0.81513,0.42474,0.9874,0.9581,0.92952,0.96562,0.68817,0.95294,0.41789,1.0568,0.0010405,0.0010405,0.0010405
