epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,6898.91,0.84984,0.45122,0.98411,0.9377,0.90966,0.94029,0.64568,1.03484,0.47904,1.07658,0.0007435,0.0007435,0.0007435
189,6934.92,0.85719,0.45188,0.98905,0.93703,0.90868,0.93969,0.64592,1.03554,0.47966,1.07731,0.000694,0.000694,0.000694
190,6970.89,0.8558,0.45192,0.98542,0.93409,0.90966,0.93951,0.64626,1.03641,0.48066,1.07851,0.0006445,0.0006445,0.0006445
191,7030.02,0.78829,0.37918,0.95082,0.93649,0.91151,0.94049,0.64526,1.03777,0.48093,1.08019,0.000595,0.000595,0.000595
192,7065.91,0.77921,0.37028,0.94311,0.93592,0.91169,0.94017,0.64418,1.03723,0.48164,1.07964,0.0005455,0.0005455,0.0005455
193,7102.01,0.77307,0.36758,0.94323,0.93562,0.91222,0.94044,0.64263,1.03797,0.48142,1.08065,0.000496,0.000496,0.000496
194,7137.97,0.77315,0.36669,0.94508,0.93499,0.91172,0.9403,0.64064,1.03878,0.48101,1.08124,0.0004465,0.0004465,0.0004465
195,7174.04,0.76836,0.36255,0.94332,0.93677,0.91135,0.94056,0.64043,1.03908,0.4807,1.0814,0.000397,0.000397,0.000397
196,7210.04,0.76543,0.36084,0.94005,0.93747,0.91066,0.94029,0.63981,1.03977,0.48053,1.08198,0.0003475,0.0003475,0.0003475
197,7245.98,0.76245,0.36162,0.93788,0.93731,0.91099,0.94006,0.63979,1.04038,0.48022,1.0827,0.000298,0.000298,0.000298
198,7281.73,0.75771,0.35701,0.94054,0.9374,0.91027,0.93999,0.63959,1.0411,0.47997,1.08353,0.0002485,0.0002485,0.0002485
199,7317.62,0.75922,0.35829,0.93785,0.93976,0.90927,0.9403,0.63953,1.04161,0.47982,1.0842,0.000199,0.000199,0.000199
200,7353.43,0.75012,0.35554,0.9336,0.9393,0.90741,0.94039,0.63927,1.04224,0.47964,1.08489,0.0001495,0.0001495,0.0001495
